Sigle,Domaine,Définition,Info supplémentaire
"Ventilateurs 
Alternateurs",Matériels,"ALTERNATEUR - Ventilateurs - Fonction principale :
- Fournir le débit d’H2 nécessaire au refroidissement, à une pression qui permet d’équilibrer les pertes de charges.
avec comme contraintes:
- le dimensionnement aéraulique du ventilateur consiste à fournir la caractéristique pression/débit qui coupe la courbe du circuit résistant (parabole de pertes de charge) au point de fonctionnement choisi,
- avoir un point de fonctionnement stable,
- supporter les efforts centrifuges,
- minimiser la puissance consommer par les ventilateurs
(= éviter les pertes et les échauffements de l’H2).",
Ventilateurs A - Types,Matériels,"Ventilateurs Types  - En prenant comme critère la trajectoire du fluide dans la roue, on distingue généralement 3 familles de ventilateurs :
- Les ventilateurs centrifuges.
- Les ventilateurs hélicoïdes ou axiaux.
- Les ventilateurs tangentiels.",
Ventilateurs B - Centrifuges,Matériels,"Ventilateur centrifuge : Dans le cas des ventilateurs centrifuges, l'air entre dans la roue avec une vitesse essentiellement axiale et en sort dans une direction perpendiculaire à l’axe.",
Ventilateurs B - hélicoïde,Matériels,"Ventilateur hélicoïde : Dans le cas des ventilateurs hélicoïdes, l'air entre dans la roue et en sort sensiblement le long de surfaces cylindriques coaxiales au ventilateur. Si un ventilateur hélicoïde a 2 roues disposées en série et tournant en sens contraire, on l'appelle ventilateur contrarotatif. Si un ventilateur hélicoïde est conçu spécialement pour tourner dans l'un ou
l'autre sens, on le dénomme ventilateur hélicoïde réversible indépendamment du fait que les caractéristiques soient ou non identiques dans les 2 sens.",
Ventilateurs C - hélico-centrifuge,Matériels,"Ventilateur hélico-centrifuge : Il existe aussi un type de ventilateur intermédiaire, dit hélico-centrifuge, dans lequel la trajectoire du fluide dans la roue est intermédiaire entre celle des ventilateurs centrifuges et celle des ventilateurs hélicoïdes.",
Ventilateurs D - multi étages,Matériels,"Ventilateurs multiétages : Un ventilateur multi-étagé est un ventilateur composé de 2 roues ou plus, travaillant en série.",
Ventilateur E centrifugo-axial,Matériels,Ventilateur centrifugo-axial : Un ventilateur centrifugo-axial est un ventilateur pour lequel une roue centrifuge est utilisée dans une configuration de conduit en ligne.,
Ventilateur E centrifugo-axial,Matériels,"Ventilateurs tangentiels : Dans le cas des ventilateurs tangentiels, la trajectoire du fluide dans la roue est sensiblement normale à l'axe aussi bien à l'entrée qu'à la sortie de la roue en sa zone périphérique.",
Ventilateurs type entrainement,Fonctionnement,Ventilateurs type entrainement :,
Ventilation grandeurs,Fonctionnement,"Ventilation grandeurs : 
Basse vitesse < 2,5 m/s
Petite vitesse 3 > V < 8 m/s
Moyenne vitesse 8 > V < 15 m/s
Grande vitesse 16 > V < 20 m/s
Basse pression < 1000 Pa 6 < V < 12 m/s
Moyenne pression < 1000 Pa 8 < V < 15 m/s
Haute pression < 1700 Pa 10 < V < 20 m/s",
Ventilation types de conduits,Fonctionnement,"Ventilation types de conduits  : Dans un système de ventilation, on distingue généralement les types de conduits suivants (dans le sens de l'écoulement) :",
Ventilo convecteur,Bâtiment,Ventilo convecteur : Appareil de chauffage. Le réchauffement se fait par l'action d'un ventilateur envoyant de l'air à travers un corps de chauffe.,
VERF,Divers,"VERF : Test T2 ""VERF"" => permet de vérifier le fonctionnement d'une ULS (périodicité 2 mois soit une ULS/mois).",
Vérin double effet,Matériels,"Vérin double effet : Se dit d'un vérin dont la tige est commandée dans les 2 sens (sortie, entrée). Un vérin double effet est bistable.",
Vérin pneumatique,Matériels,Vérin pneumatique : Actionneur dynamique convertissant l'énergie pneumatique en énergie mécanique de translation.,
Vérin simple effet,Matériels,Vérin simple effet : Se dit d'un vérin dont on ne peut commander le mouvement de la tige que dans un seul sens (en général la sortie). Le mouvement dans l'autre sens se produit grâce à un ressort. Le vérin simple effet est monostable.,
Verre R7T7,RP,"verre R7T7 :  verre de conditionnement des déchets de haute activité produit par l'usine Cogema à La Hague, du nom des deux ateliers de vitrification des installations UP2-800 (R7) et UP3 (T).",
"Version 
Béta",Informatique,"Version Béta : Se dit des versions de logiciels non finalisées, mais distribuées à des utilisateurs expérimentés qui repèreront les erreurs de programmation.",
VES,Divers,VES : Vérification d'Entrée Sortie.,
Vestiaire chaud,RP,"Vestiaire chaud : Les intervenants franchissent le sas d'accès au vestiaire dit «chaud» (parce qu'il est situé en ZC). Dans ce second vestiaire, ils revêtent la tenue de base de ZC : gants, maillot de corps, chaussettes, combinaison, calot, casque, et chaussures de ZC.  Puis ils effectuent les travaux impartis.",
Vestiaire froid,RP,"Vestiaire froid : Outre le passage par des badgeurs pour accéder à la ZC, les travailleurs y entrent en passant par deux vestiaires successifs. Dans le premier vestiaire, nommé vestiaire froid, ils quittent leur tenue civil, et en sous-vêtements, chaussés de mules à usage unique, se munissent d'un dosimètre électronique et franchissent le sas d'accès au vestiaire dit «chaud» .",
VF,Matériels,"VE : Robinetterie eau brute.
VF : Robinetterie combustible principal.
VG : Robinetterie CO2 ‐gaz divers.
VH : Robinetterie huile.
VI  : Robinetterie air de ventilation.",
VF,Sygma,VF : Robinetterie combustible principal.,
VFS,Qualité,VFS : Volume de Feu de Sûreté (VFS).,
VFS,Sécurité,VFS : Volume de Feu de Sûreté (VFS).,
VG,Matériels,VG : Robinetterie CO2 ‐gaz divers.,
VG,Sygma,VG : Robinetterie CO2.,
VGA,Informatique,"Pour Vidéo Graphics Array. Norme d’affichage qu’on retrouve souvent dans l’univers des PC, assistants personnels et téléphones mobiles. Les normes avec le suffixe VGA se déclinent selon la résolution d’affichage (la taille de l’image affichée). La résolution VGA atteint 480 x 640 pixels, en 16 ou 256 couleurs, voire plus, selon la mémoire disponible. Plus sophistiquée, la norme S-VGA (Super-VGA) atteint la résolution de 800 x 600 pixels, la XVGA 1024 x 768 pixels, en 256 couleurs. Il existe aussi la norme QVGA, qui est de 240 x 320 pixels.",
VH,Sygma,VH : Robinetterie huile.,
VHS,Sécurité,VHS : Visites Hiérarchique de Sécurité.,
VI,Sygma,VH : Robinetterie air de ventilation,
VI - SM,Matériels,"VI - SM : situation sur GTA - système GSE / GRE Vannes d’Interception – Soupapes de Modération :
-Combinaison de 2 vannes type ""papillon"" :
-1 vanne « tout ou rien » montée à l’amont de la combinaison : vanne d’interception rattachée au GSE
-1 vanne de « régulation » montée à l’aval :soupape de modération rattachée au GRE",
VIB,Pseudo-système,VIB : Cartographie vibratoire,
Vibration,Physique,Une vibration : c'est un mouvement autour d’une position d’équilibre,
Vibration balourd,Physique,La vibration due au balourd : est proportionnelle au balourd et sa fréquence est celle de rotation,
VICNIS,Fonctionnement,VICNIS : Système permettant la surveillance permanente d'éventuelles fuites des couvercles de cuve des réacteurs REP par comptage de l'azote 13.,
Vide au condenseur,Matériels,"Vide au condenseur  : En définitive, quels sont les paramètres qui fixent la puissance produite ?
Le vide au condenseur sera généralement le paramètre fixant la puissance, il dépend :
• du débit du fleuve,
• de sa température,
• de la température et de l'humidité de l'air qui fixent les conditions de fonctionnement de la tour.
Le condenseur Le condenseur : notion de vide.
 Valeurs figées en fonctionnement :
• Température source froide,
• Débit eau brute (pompes CRF à vitesse fixe) : 16 à 30 m3/s,
• Performances du condenseur (écart terminal).
 Valeurs déduites :
• Température de condensation de la vapeur,
• Pression de condensation de la vapeur (vide condenseur),
 Conclusion : pour un condenseur donné, c’est la température de la
source froide qui impose la pression au condenseur :
on parle alors de « vide condenseur ».",
Vie longue,RP,"vie longue: terme s’appliquant aux radionucléides de période supérieure à 30 ans (les autres étant dits à vie courte) contenus en particulier dans les déchets à vie longue, de moyenne (MAVL) ou de haute activité (HAVL).",
Virage,Fonctionnement,Virage : Pour éviter l'effet de flèche de la ligne d'arbre (rotation à vitesse réduite soit environ 8 tr/minute sur N4 et EPR) utilisé avant le démarrage pour redresser la ligne d'arbre et lors des arrêts pour assurer l'homogénéité des températures des rotors. Le vireur est entrainé par un moteur électrique avec un embrayage et débrayage automatique.,
Virage,EPR,Virage : Pour éviter l'effet de flèche de la ligne d'arbre (rotation à vitesse réduite soit environ 8 tr/minute sur N4 et EPR) utilisé avant le démarrage pour redresser la ligne d'arbre et lors des arrêts pour assurer l'homogénéité des températures des rotors. Le vireur est entrainé par un moteur électrique avec un embrayage et débrayage automatique.,
Vireur auxiliaire,Fonctionnement,Virage : Pour éviter l'effet de flèche de la ligne d'arbre (rotation à vitesse réduite soit environ 5 tr/ heure sur N4 et EPR) il est  hydraulique et est utilisé en cas d'indisponibilité du vireur principal.,
Vireur 900 Mw électrique schéma,Fonctionnement,,
Virole,Matériels,Virole : Virole Elément cylindrique constituant la robe du réservoir.,
Virole EPR,EPR,"Virole EPR : Virole porte-tubulures et bride monobloc La virole porte-tubulures et la bride de cuve sont formées d'une seule pièce forgée monobloc à partir d'un lingot plein de fort tonnage (486 t). Cette solution dite ""évolutionnaire"" permet de supprimer le joint circulaire A/B, de forte épaisseur, entre la bride de cuve et la virole porte-tubulures. Cette solution conduit à renforcer la paroi de la virole porte-tubulures (ép. 397 mm) par rapport à la virole N4 (ép. 284 mm) avec un  congé extérieur au niveau de l'attente de virole de plus faible rayon que sur N4 (double rayons de 55 et 80 mm au lieu d'un rayon de 150 mm).",
Viscosité,Divers,"Viscosité : Degré de fluidité d'une huile, conséquence des frictions internes occasionnées par l'écoulement du liquide. Elle dépend de la nature du fluide, de la température et de la pression.",
Viscosité absolue,Divers,"Viscosité absolue : Exprimée en : mPa.s (cP). Est la force nécessaire pour déplacer une surface de 1 cm² séparée de 1 cm d'une surface fixe et parallèle à la première, à la vitesse de 1 cm/s, l'espace entre les deux étant rempli du fluide.",
Viscosité cinématique,Divers,"Viscosité cinématique : Exprimée en : mm²/ s (cSt). C'est le rapport de la viscosité absolue à la densité à une même température. Dans la pratique, on mesure le temps, en secondes, nécessaire à un volume fixe de fluide pour s'écouler sous l'effet de la gravité à travers le capillaire d'un viscosimètre calibré à une température étroitement contrôlée.
La viscosité varie avec la température : il est donc très important de donner la température à laquelle la viscosité est mesurée. Habituellement la viscosité est mesurée à 40°C et 100°C (normes ISO).",
Viscosité Saybolt Universal,Divers,Viscosité Saybolt Universal : Mesure de viscosité dans un viscosimètre Saybolt (principalement aux USA). Est exprimée en secondes Saybolt Universal (SSU) à 100°F ou 210°F.,
visite contradictoire,Fonctionnement,"Visite contradictoire : Lors de la réception de travaux de montage, les agents de l'aménagement procèdent à un récolement (visite contradictoire avec le constructeur ou prestataire qui permet de vérifier la conformité de l'installation par rapport aux plans.",
Visite décennale,Type arrêt,"Visite décennale : Tous les dix ans, une inspection complète et détaillée de la tranche est effectuée. Les principaux composants : cuve, circuit primaire, générateurs de vapeur, pressuriseur, enceinte de confinement… font l'objet d'examens et tests approfondis.
La visite décennale (VD) qui inclut des contrôles approfondis et réglementaires des principaux composants : la cuve du réacteur, le circuit primaire et l’enceinte du bâtiment réacteur. Sa durée est de l’ordre de 90 jours. A son issue, l’Autorité de sûreté nucléaire (l’ASN) donne l’autorisation de poursuivre l’exploitation pour dix ans.",
Visite décennale,Etat tranche,"Visite décennale : Tous les dix ans, une inspection complète et détaillée de la tranche est effectuée. Les principaux composants : cuve, circuit primaire, générateurs de vapeur, pressuriseur, enceinte de confinement… font l'objet d'examens et tests approfondis.
La visite décennale (VD) qui inclut des contrôles approfondis et réglementaires des principaux composants : la cuve du réacteur, le circuit primaire et l’enceinte du bâtiment réacteur. Sa durée est de l’ordre de 90 jours. A son issue, l’Autorité de sûreté nucléaire (l’ASN) donne l’autorisation de poursuivre l’exploitation pour dix ans.",
Visite Partielle (VP),Etat tranche,"La Visite Partielle (VP) : Consacrée au rechargement du combustible, mais aussi à un important programme périodique de maintenance. Elle intervient en alternance avec l’arrêt pour simple rechargement. Sa durée est de l’ordre de 60 jours.",
Visite Partielle (VP),Type arrêt,"La Visite Partielle (VP) : Consacrée au rechargement du combustible, mais aussi à un important programme périodique de maintenance. Elle intervient en alternance avec l’arrêt pour simple rechargement. Sa durée est de l’ordre de 60 jours.",
Visite préalable de chantier RP,RP,,
Vitesse de la lumière,Physique,"Vitesse de la lumière : On dit aussi ""c"". Vitesse des rayonnements électromagnétiques sans masse et vitesse limite des particules douées de masse. On l'appelle souvent vitesse de la lumière dans le vide. C = 299793 km/s.",
